libraryId,anatId,anatName,stageId,stage,sex,strain,platform
SRX1603137,UBERON:0002113,kidney,MmusDv:0000033,Theiler stage 24 (mouse),mixed,C57BL/6Cr,single
SRX1603138,UBERON:0002113,kidney,MmusDv:0000033,Theiler stage 24 (mouse),mixed,C57BL/6Cr,single
SRX1603139,UBERON:0012314,embryonic facial prominence,MmusDv:0000028,Theiler stage 21 (mouse),mixed,C57BL/6Cr,single
SRX1603140,UBERON:0012314,embryonic facial prominence,MmusDv:0000028,Theiler stage 21 (mouse),mixed,C57BL/6Cr,single
SRX1603143,UBERON:0002028,hindbrain,MmusDv:0000029,Theiler stage 22 (mouse),mixed,C57BL/6,single
SRX1603144,UBERON:0002028,hindbrain,MmusDv:0000029,Theiler stage 22 (mouse),mixed,C57BL/6,single
SRX1603148,UBERON:0000948,heart,MmusDv:0000032,Theiler stage 23 (mouse),mixed,C57BL/6Cr,single
SRX1603149,UBERON:0000948,heart,MmusDv:0000032,Theiler stage 23 (mouse),mixed,C57BL/6Cr,single
SRX1603151,UBERON:0002106,spleen,UBERON:0007221,neonate stage,NA,C57BL/6,single
SRX1603152,UBERON:0002106,spleen,UBERON:0007221,neonate stage,NA,C57BL/6,single
SRX1603153,UBERON:0002107,liver,MmusDv:0000026,Theiler stage 19 (mouse),mixed,C57BL/6Cr,single
SRX1603154,UBERON:0002107,liver,MmusDv:0000026,Theiler stage 19 (mouse),mixed,C57BL/6Cr,single
SRX1603156,UBERON:0002107,liver,MmusDv:0000032,Theiler stage 23 (mouse),mixed,C57BL/6Cr,single
SRX1603157,UBERON:0002107,liver,MmusDv:0000032,Theiler stage 23 (mouse),mixed,C57BL/6Cr,single
SRX1603176,UBERON:0012314,embryonic facial prominence,MmusDv:0000032,Theiler stage 23 (mouse),mixed,C57BL/6Cr,single
SRX1603177,UBERON:0012314,embryonic facial prominence,MmusDv:0000032,Theiler stage 23 (mouse),mixed,C57BL/6Cr,single
SRX1603196,UBERON:0001049,neural tube,UBERON:0007221,neonate stage,NA,C57BL/6,single
